Графіті №,табл,Розташування,Опис,Датування,Категорія
715 ,"ХС, 4","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('95', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('131', 'O'), ('см', 'O')]","[('Напис', 'O'), ('частково', 'O'), ('пошкоджений', 'O'), ('записом', 'O'), ('Івана', 'B'), ('Рогача', 'I'), ('однак', 'O'), ('за', 'O'), ('наявними', 'O'), ('фрагментами', 'O'), ('всі', 'O'), ('його', 'O'), ('складові', 'O'), ('можуть', 'O'), ('бути', 'O'), ('відновлені', 'O'), ('як', 'O'), ('фраза', 'O'), ('ꙗ', 'O'), ('раб[ъ', 'O'), (""'"", 'O'), ('я', 'O'), ('раб', 'O'), (""'"", 'O'), ('Во-', 'O'), ('чевидь', 'O'), ('це', 'O'), ('початок', 'O'), ('незавершеного', 'O'), ('напису', 'O')]","[('Кінець', 'O'), ('XVI', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVII', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O'), ('та', 'O'), ('скорописними', 'O'), ('формами', 'O'), ('написання', 'O'), ('літер', 'O')]","[(""Пам'ятний"", 'O'), ('напис', 'O')]"
716 ,ХСІ,"[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('141', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('Напис', 'O'), ('виконаний', 'O'), ('досить', 'O'), ('розмашистим', 'O'), ('почерком', 'O'), ('так', 'O'), ('що', 'O'), ('на', 'O'), ('перший', 'O'), ('по-', 'O'), ('гляд', 'O'), ('видається', 'O'), ('ніби', 'O'), ('його', 'O'), ('складові', 'O'), ('виконані', 'O'), ('різними', 'O'), ('авторами', 'O'), ('Проте', 'O'), ('форма', 'O'), ('прорізів', 'O'), ('та', 'O'), ('особливості', 'O'), ('їх', 'O'), ('виконання', 'O'), ('ідентичні', 'O'), ('тож', 'O'), ('на', 'O'), ('фресці', 'O'), ('автор', 'O'), ('виконав', 'O'), ('молитву', 'O'), ('Помени', 'O'), ('Г(оспо)ди', 'O'), ('мꙗ.', 'O'), (""Пом'яни"", 'O'), ('Господи', 'B'), ('мене', 'O')]","[('Кінець', 'O'), ('XVI', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVII', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O'), ('та', 'O'), ('скорописними', 'O'), ('формами', 'O'), ('написання', 'O'), ('літер', 'O')]","[('Молитовний', 'O'), ('напис', 'O')]"
717 ,"ХСІІ, 1","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('163,5', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('Поверхня', 'O'), ('стіни', 'O'), ('в', 'O'), ('місці', 'O'), ('розташування', 'O'), ('напису', 'O'), ('пошкоджена', 'O'), ('частина', 'O'), ('його', 'O'), ('складових', 'O'), ('не', 'O'), ('збереглась', 'O'), ('а', 'O'), ('частина', 'O'), ('не', 'O'), ('може', 'O'), ('бути', 'O'), ('впевнено', 'O'), ('ідентифікована', 'O'), ('ꙍрени', 'O'), ('---', 'O'), ('гив----ив---', 'O')]","[('Кінець', 'O'), ('XVI', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVII', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O'), ('та', 'O'), ('скорописними', 'O'), ('формами', 'O'), ('написання', 'O'), ('літер', 'O')]","[('Фрагмент', 'O'), ('напису', 'O')]"
718 ,"ХСІІ, 2","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('120', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('Поверхня', 'O'), ('стіни', 'O'), ('в', 'O'), ('місці', 'O'), ('розташування', 'O'), ('напису', 'O'), ('пошкоджена', 'O'), ('вибоями', 'O'), ('тож', 'O'), ('частина', 'O'), ('його', 'O'), ('складових', 'O'), ('не', 'O'), ('збереглася', 'O'), ('помени', 'O'), ('григꙍ\ue046\ue003ером----', 'O'), ('\ue027едора', 'B'), ('оѯⷧ\ue003и', 'I'), ('-', 'O'), ('и', 'O'), ('-', 'O'), ('а--', 'O'), ('З', 'O'), ('відновленням', 'O'), ('втрачених', 'O'), ('фрагментів', 'O'), ('текст', 'O'), ('виглядає', 'O'), ('так', 'O'), ('Помени', 'O'), ('Григꙍре(ꙗ', 'O'), ('Ром[ана', 'B'), ('\ue026едора', 'I'), ('Ол(е)ѯи[ꙗ', 'I'), ('И[о]а[на', 'O'), (""Пом'яни"", 'O'), ('Григорія', 'B'), ('Романа', 'B'), ('Федора', 'B'), ('Олексія', 'B'), ('Йоанна', 'B'), ('Зважаючи', 'O'), ('на', 'O'), ('колективний', 'O'), ('характер', 'O'), ('молитовного', 'O'), ('звернення', 'O'), ('та', 'O'), ('вживання', 'O'), ('у', 'O'), ('тексті', 'O'), ('тільки', 'O'), ('особових', 'O'), ('імен', 'O'), ('авторів', 'O'), ('доцільно', 'O'), ('припустити', 'O'), ('що', 'O'), ('у', 'O'), ('тексті', 'O'), ('згадуються', 'O'), ('ченці', 'O'), ('які', 'O'), ('відвідали', 'O'), ('Святу', 'B'), ('Софію', 'I')]","[('Кінець', 'O'), ('XVI', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVII', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O'), ('та', 'O'), ('скорописними', 'O'), ('формами', 'O'), ('написання', 'O'), ('літер', 'O')]","[('Молитовний', 'O'), ('напис', 'O')]"
719 ,"ХСІІІ, 1","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('144', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('Поверхня', 'O'), ('стіни', 'O'), ('в', 'O'), ('місці', 'O'), ('розташування', 'O'), ('напису', 'O'), ('пошкоджена', 'O'), ('вибоями', 'O'), ('та', 'O'), ('за-', 'O'), ('терта', 'O'), ('тому', 'O'), ('частина', 'O'), ('його', 'O'), ('складових', 'O'), ('не', 'O'), ('збереглася', 'O'), ('поменимꙗ-роко---', 'O'), ('спасѵ', 'B'), ('твое', 'I'), ('---', 'O'), ('аба', 'O'), ('З', 'O'), ('розбивкою', 'O'), ('на', 'O'), ('слова', 'O'), ('та', 'O'), ('відновленням', 'O'), ('втрачених', 'O'), ('фрагментів', 'O'), ('текст', 'O'), ('виглядає', 'O'), ('таким', 'O'), ('чином', 'O'), ('Помени', 'O'), ('П]роко[пиꙗ', 'O'), ('спасѵ', 'O'), ('твое[го', 'O'), ('р]аба', 'O'), (""Пом'яни"", 'O'), ('Прокопія', 'B'), ('спаси', 'O'), ('твого', 'O'), ('раба', 'O')]","[('Кінець', 'O'), ('XVI', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVII', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O'), ('та', 'O'), ('скорописними', 'O'), ('формами', 'O'), ('написання', 'O'), ('літер', 'O')]","[('Молитовний', 'O'), ('напис', 'O')]"
719а ,"ХСІІІ, 2","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('131', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслене', 'O'), ('дієслово', 'O'), ('-', 'O'), ('прохання', 'O'), ('помени', 'O'), (""'"", 'O'), (""пом'яни"", 'O'), (""'"", 'O')]","[('Кінець', 'O'), ('XVI', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVII', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O'), ('та', 'O'), ('скорописними', 'O'), ('формами', 'O'), ('написання', 'O'), ('літер', 'O')]","[('Молитовний', 'O'), ('напис', 'O')]"
719б ,"ХСІІІ, 3","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('96,5', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('Поверхня', 'O'), ('стіни', 'O'), ('в', 'O'), ('місці', 'O'), ('розташування', 'O'), ('напису', 'O'), ('сильно', 'O'), ('затерта', 'O'), ('тому', 'O'), ('збе-', 'O'), ('реглась', 'O'), ('тільки', 'O'), ('середня', 'O'), ('частина', 'O'), ('напису', 'O'), ('-цамолюпом-----', 'O'), ('З', 'O'), ('розбивкою', 'O'), ('на', 'O'), ('слова', 'O'), ('та', 'O'), ('відновленням', 'O'), ('втрачених', 'O'), ('фрагментів', 'O'), ('текст', 'O'), ('виглядає', 'O'), ('таким', 'O'), ('чином', 'O'), ('Б](огороди)ца', 'O'), ('молю', 'O'), ('пом[илуи', 'O'), ('Богородице', 'O'), ('молю', 'O'), ('помилуй', 'O')]","[('Кінець', 'O'), ('XVI', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVII', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O'), ('та', 'O'), ('скорописними', 'O'), ('формами', 'O'), ('написання', 'O'), ('літер', 'O')]","[('Молитовний', 'O'), ('напис', 'O')]"
719в ,"ХСV, 1","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('171', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслений', 'O'), ('простий', 'O'), ('чотириконечний', 'O'), ('хрест', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XI', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Хрести', 'O'), ('монограми', 'O'), ('теонімограми', 'O')]"
719г ,"ХСV, 2","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('115', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('Незважаючи', 'O'), ('на', 'O'), ('пошкодження', 'O'), ('тиньку', 'O'), ('складові', 'O'), ('напису', 'O'), ('чітко', 'O'), ('простежу-', 'O'), ('ються', 'O'), ('На', 'O'), ('фресці', 'O'), ('виконане', 'O'), ('молитовне', 'O'), ('звернення', 'O'), ('Помени', 'O'), ('Марка', 'B'), (""Пом'яни"", 'O'), ('Марка', 'B')]","[('Кінець', 'O'), ('XVI', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVII', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O'), ('та', 'O'), ('скорописними', 'O'), ('формами', 'O'), ('написання', 'O'), ('літер', 'O')]","[('Молитовний', 'O'), ('напис', 'O'), ('Дипінті', 'O'), ('№', 'O'), ('719д', 'O')]"
4280 ,"ХСV, 3","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('131', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('4', 'O'), ('см', 'O')]","[('На', 'O'), ('фресці', 'O'), ('подвійними', 'O'), ('незамкненими', 'O'), ('рисками', 'O'), ('прокреслений', 'O'), ('чотирико-', 'O'), ('нечний', 'O'), ('хрест', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XI', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Хрести', 'O'), ('монограми', 'O'), ('теонімограми', 'O'), ('ІV.7', 'O'), ('Графіті', 'O'), ('на', 'O'), ('фресці', 'O'), ('з', 'O'), ('зображенням', 'O'), ('св', 'O'), ('Григорія', 'B'), ('Богослова', 'I'), ('та', 'O'), ('св', 'O'), ('Йоанна', 'B'), ('Золотоустого', 'I'), ('Фреска', 'I'), ('розташована', 'O'), ('на', 'O'), ('північній', 'O'), ('стороні', 'O'), ('апсиди', 'O'), ('хрещальні', 'O'), ('Образи', 'O'), ('святителів', 'O'), ('надійно', 'O'), ('ідентифікуються', 'O'), ('за', 'O'), ('іконографією193', 'O'), ('Структура', 'O'), ('фрескового', 'O'), ('тиньку', 'O'), ('ХІІ', 'O'), ('ст.194', 'O'), ('відзначається', 'O'), ('більшою', 'O'), ('крихкістю', 'O'), ('порівняно', 'O'), ('з', 'O'), ('розчином', 'O'), ('ХІ', 'O'), ('ст.', 'O'), ('тому', 'O'), ('під', 'O'), ('тиском', 'O'), ('різця', 'O'), ('він', 'O'), ('сильно', 'O'), ('кришиться', 'O'), ('а', 'O'), ('під', 'O'), ('дією', 'O'), ('природних', 'O'), ('чинників', 'O'), ('з', 'O'), ('часом', 'O'), ('прорізи', 'O'), ('сильно', 'O'), ('розши-', 'O'), ('рюються', 'O'), ('що', 'O'), ('перешкоджає', 'O'), ('їх', 'O'), ('впевненій', 'O'), ('ідентифікації', 'O'), ('Так', 'O'), ('само', 'O'), ('через', 'O'), ('крихкість', 'O'), ('тиньку', 'O'), ('ХІІ', 'O'), ('ст.', 'O'), ('на', 'O'), ('поверхні', 'O'), ('фрески', 'O'), ('знаходиться', 'O'), ('величезна', 'O'), ('кількість', 'O'), ('вибоїв', 'O'), ('що', 'O'), ('нині', 'O'), ('закриті', 'O'), ('реставраційною', 'O'), ('шпаклівкою', 'O'), ('Окрім', 'O'), ('того', 'O'), ('в', 'O'), ('апсиді', 'O'), ('наявні', 'O'), ('пізні', 'O'), ('написи', 'O'), ('пе-', 'O'), ('реважно', 'O'), ('другої', 'O'), ('половини', 'O'), ('1940-х', 'O'), ('–', 'O'), ('1950-х', 'O'), ('рр', 'O'), ('нанесені', 'O'), ('тоді', 'O'), ('коли', 'O'), ('до', 'O'), ('хрещальні', 'O'), ('був', 'O'), ('відкритий', 'O'), ('доступ', 'O'), ('відвідувачів', 'O'), (';', 'O'), ('більша', 'O'), ('частина', 'O'), ('їх', 'O'), ('також', 'O'), ('закрита', 'O'), ('реставраційною', 'O'), ('шпаклівкою', 'O'), (';', 'O'), ('такі', 'O'), ('написи', 'O'), ('до', 'O'), ('""', 'O'), ('Корпусу', 'B'), ('""', 'O'), ('не', 'O'), ('включені', 'O'), ('Структура', 'O'), ('тиньку', 'O'), ('разом', 'O'), ('з', 'O'), ('піз-', 'O'), ('нішими', 'O'), ('пошкодженнями', 'O'), ('зумовила', 'O'), ('погане', 'O'), ('збереження', 'O'), ('епіграфічних', 'O'), (""пам'яток"", 'O'), ('на', 'O'), ('цій', 'O'), ('ділянці', 'O'), ('яких', 'O'), ('зараз', 'O'), ('нараховуємо', 'O'), ('тридцять', 'O'), ('Цим', 'O'), ('графіті', 'O'), ('надані', 'O'), ('порядкові', 'O'), ('номері', 'O'), ('від', 'O')]"
4281 ,"ХСV, 4","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('100', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('ребра', 'O')]","[('Поверхя', 'O'), ('стіни', 'O'), ('в', 'O'), ('місці', 'O'), ('розташування', 'O'), ('напису', 'O'), ('сильно', 'O'), ('пошкоджена', 'O'), ('тож', 'O'), ('час-', 'O'), ('тина', 'O'), ('складових', 'O'), ('не', 'O'), ('простежується', 'O'), ('---', 'O'), ('і---', 'O'), ('іоан҇', 'O'), ('иларионⷡⷡи', 'O'), ('З', 'O'), ('розбивкою', 'O'), ('на', 'O'), ('слова', 'O'), ('наявний', 'O'), ('текст', 'O'), ('виглядає', 'O'), ('таким', 'O'), ('чином', 'O'), ('...', 'O'), ('Іоан(ъ', 'O'), ('Иларион(о)ви[ч](ь', 'O'), ('30', 'O'), ('и]ю[нѧ', 'O'), ('...', 'O'), ('...', 'O'), ('Йоанн', 'B'), ('Іларіонович', 'I'), ('30', 'O'), ('червня', 'O'), ('...', 'O')]","[('Кінець', 'O'), ('XVI', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVII', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O'), ('та', 'O'), ('скорописними', 'O'), ('формами', 'O'), ('написання', 'O'), ('літер', 'O')]","[(""Пам'ятний"", 'O'), ('напис', 'O')]"
4282 ,"ХСVІ, 1","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('146', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('ребра', 'O')]","[('Тиньк', 'O'), ('в', 'O'), ('місці', 'O'), ('розташування', 'O'), ('напису', 'O'), ('пошкоджений', 'O'), ('вибоями', 'O'), ('тому', 'O'), ('частина', 'O'), ('його', 'O'), ('складових', 'O'), ('не', 'O'), ('простежується', 'O'), ('п', 'O'), ('-', 'O'), ('мꙗни', 'O'), ('ги', 'O'), ('евъфим\ue042ю', 'O'), ('к-ⷭ\ue023ан\ue023ина', 'O'), ('З', 'O'), ('відновленням', 'O'), ('втрачених', 'O'), ('фрагментів', 'O'), ('текст', 'O'), ('виглядає', 'O'), ('таким', 'O'), ('чином', 'O'), ('П[о]мꙗни', 'O'), ('Г(оспод)и', 'B'), ('Евъфимию', 'I'), ('К[о]стантина', 'O'), (""Пом'яни"", 'O'), ('Господи', 'B'), ('Євфимію', 'B'), ('та', 'O'), ('Костянтина', 'B')]","[('Кінець', 'O'), ('XVI', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVII', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O'), ('та', 'O'), ('скорописними', 'O'), ('формами', 'O'), ('написання', 'O'), ('літер', 'O')]","[('Молитовний', 'O'), ('напис', 'O')]"
