,Датування,B-dating_criteria
12684,δουλον,O
12685,|,O
12686,κυρια,O
12687,|,O
12688,κονα,O
12689,|,O
12690,μην,O
12691,Розташування,B-other
12692,Висота,O
12693,від,O
12694,сучасної,O
12695,підлоги,O
12696,28,O
12697,см,O
12698,відстань,O
12699,від,O
12700,лівого,O
12701,кута,O
12702,30,O
12703,см,O
12704,W.,O
12705,Walewskiego,O
12706,t.,O
12707,7,O
12708,Netrebka,O
12709,Perepiat,O
12710,Warszawa,O
12711,1886,O
12712,283–286,O
12713,Нині,O
12714,с,O
12715,Новосілки,O
12716,Макарівського,O
12717,Графіті,B-inscription
12718,№,O
12719,615,O
12720,табл,O
12721,VІ,O
12722,4,O
12723,З,O
12724,розбивкою,O
12725,на,I-inscription_type
12726,слова,O
12727,текст,O
12728,виглядає,O
12729,таким,O
12730,чином,O
12731,Графіті,B-inscription
12732,№,O
12733,505,O
12734,табл,O
12735,LХІІІ,O
12736,2,O
12737,Госъподи,O
12738,помози,O
12739,рабоу,O
12740,своемоу,O
12741,Гаврилови,O
12742,Через,O
12743,значні,O
12744,пошкодження,O
12745,можемо,O
12746,впевнено,O
12747,прочитати,O
12748,тільки,O
12749,слово,O
12750,цр(ь)кы,O
12751,Опис,B-inscription
12752,На,O
12753,фресці,I-inscription_type
12754,прокреслені,O
12755,літери,O
12756,АП,O
12757,Опис,B-inscription
12758,Поверхня,O
12759,стіни,I-object_type
12760,в,O
12761,місці,O
12762,розташування,O
12763,напису,I-preservation_state
12764,пошкоджена,O
12765,кількома,O
12766,ви-,O
12767,Датування,B-dating_criteria
12768,Кінець,O
12769,XVI,O
12770,кінець,O
12771,XVII,O
12772,ст.,O
12773,за,O
12774,формою,O
12775,прорізів,O
12776,та,O
12777,скорописними,O
12778,кальному,O
12779,положенні,O
12780,найімовірніше,O
12781,до,O
12782,початку,O
12783,XVII,O
12784,ст.,O
12785,два,O
12786,№,O
12787,4269,O
12788,та,O
12789,№,O
12790,4270,O
12791,Опис,B-inscription
12792,Збереженість,O
12793,фрескового,O
12794,розчину,O
12795,в,O
12796,місці,O
12797,розташування,O
12798,напису,I-preservation_state
12799,добра,I-inscription_type
12800,Графіті,B-inscription
12801,№,O
12802,623,O
12803,табл,O
12804,LХХVІІ,O
12805,3,O
12806,Датування,B-dating_criteria
12807,Кінець,O
12808,ХVIІ,O
12809,початок,O
12810,XVІІІ,O
12811,ст.,O
12812,за,O
12813,формою,O
12814,написання,O
12815,ц,O
12816,зі,O
12817,зміще-,O
12818,Графіті,B-inscription
12819,№,O
12820,437,O
12821,табл,O
12822,ХХХІ,O
12823,4,O
12824,проте,O
12825,вона,O
12826,менш,O
12827,вірогідна,O
12828,Розташування,B-other
12829,Висота,O
12830,від,O
12831,верхньої,O
12832,лави,O
12833,синтрону,I-object_type
12834,170,O
12835,см,O
12836,відстань,O
12837,від,O
12838,лівого,O
12839,Графіті,B-inscription
12840,№,O
12841,694,O
12842,табл,O
12843,LХХХІІІ,O
12844,4,O
12845,текст,O
12846,як,O
12847,запис,B-inscripiton_type
12848,особового,O
12849,та,O
12850,родового,O
12851,імені,I-epigraphic_shorthand
12852,автора,O
12853,Кл(иментъ,O
12854,С]иниски(и,O
12855,Климент,O
12856,писні,O
12857,літери,O
12858,ꙌНІЖВ,O
12859,далі,O
12860,знаходиться,O
12861,пошкоджена,O
12862,літера,O
12863,за,O
12864,якою,O
12865,помітна,O
12866,И.,O
12867,За,O
12868,нею,O
12869,г----о,O
12870,|,O
12871,ꙁ------оемꙋ,O
12872,|,O
12873,--ефаноу---,O
12874,|,O
12875,пав195едоро---,O
12876,|,O
12877,га--,O
12878,|,O
12879,гедѵл---о---,O
12880,|,O
12881,п,O
12882,рабусв---,O
12883,|,O
12884,ост-,O
12885,|,O
12886,пану,O
12887,текст,O
12888,почав,O
12889,писати,O
12890,знову,O
12891,з,I-object_type
12892,наступного,O
12893,рядка,O
12894,Графіті,B-inscription
12895,№,O
12896,470,O
12897,табл,O
12898,ХХХVІ,O
12899,3,O
12900,жених,O
12901,ерозією,O
12902,що,O
12903,свідчить,O
12904,про,O
12905,тривале,O
12906,перебування,O
12907,під,I-object_type
12908,дією,O
12909,атмосферних,O
12910,опадів,O
12911,Публікації,O
12912,С.,O
12913,Висоцький128,O
12914,В.,O
12915,Корнієнко129,O
12916,Опис,B-inscription
12917,На,O
12918,фресці,I-inscription_type
12919,прокреслений,B-decoration
12920,чотириконечний,I-decoration
12921,хрест,I-decoration
12922,з,I-object_type
12923,розширеними,O
12924,у,I-object_type
12925,вигляді,O
12926,Публікації,O
12927,В.,O
12928,Корнієнко109,O
12929,хреста,O
12930,що,O
12931,складається,O
12932,зі,O
12933,щогли,I-object_type
12934,перекладини,O
12935,та,O
12936,символічної,O
12937,таблички,O
12938,над,O
12939,головою,O
12940,Датування,B-dating_criteria
12941,Друга,O
12942,чверть,O
12943,XІ,O
12944,кінець,O
12945,XVІ,O
12946,ст.,O
12947,за,O
12948,формою,O
12949,прорізів,O
12950,Розташування,B-other
12951,Висота,O
12952,від,O
12953,сучасної,O
12954,підлоги,O
12955,81,O
12956,см,O
12957,відстань,O
12958,від,O
12959,лівого,O
12960,кута,O
12961,352,O
12962,см,O
12963,Публікації,O
12964,В.,O
12965,Корнієнко162,O
12966,Розташування,B-other
12967,Висота,O
12968,від,O
12969,сучасної,O
12970,підлоги,O
12971,105,O
12972,см,O
12973,відстань,O
12974,від,O
12975,лівого,O
12976,ребра,O
12977,Опис,B-inscription
12978,Нижня,O
12979,частина,I-other
12980,напису,I-preservation_state
12981,закрита,O
12982,кладкою,O
12983,кінця,O
12984,ХІ,O
12985,ст.,O
12986,збереглись,O
12987,тільки,O
12988,Категорія,O
12989,Пам'ятний,O
12990,напис,I-inscription_type
12991,Пом'яни,O
12992,Господи,O
12993,З,O
12994,відновленням,O
12995,пропущених,O
12996,фрагментів,O
12997,текст,O
12998,виглядає,O
12999,таким,O
13000,чином,O
13001,З,O
13002,розбивкою,O
13003,на,I-inscription_type
13004,слова,O
13005,та,O
13006,відновленням,O
13007,втрачених,O
13008,фрагментів,O
13009,текст,O
13010,виглядає,O
13011,С(вѧ)ти,O
13012,м҃,O
13013,м(оу)ч(е)н(и)къ,O
13014,молите,O
13015,за,O
13016,раба,O
13017,своего,O
13018,Михаила,O
13019,Категорія,O
13020,Хрести,O
13021,монограми,O
13022,теонімограми,O
13023,Опис,B-inscription
13024,На,O
13025,фресці,I-inscription_type
13026,прокреслений,B-decoration
13027,шестикінечний,O
13028,хрест,I-decoration
13029,що,O
13030,складається,O
13031,зі,O
13032,щогли,I-object_type
13033,Г(оспод)и,O
13034,пом(о)зи,O
13035,рабу,O
13036,своемоу,O
13037,Петру,O
13038,хромомоу,O
13039,писати,O
13040,все,O
13041,доброе,O
13042,її,O
13043,частина,I-other
13044,відкрита,B-monument_subtype
13045,зондажами,O
13046,Поверхня,O
13047,личкувального,O
13048,розчину,O
13049,в,O
13050,цих,O
13051,зондажах,O
13052,Датування,B-dating_criteria
13053,Кінець,O
13054,XVI,O
13055,кінець,O
13056,XVII,O
13057,ст.,O
13058,за,O
13059,формою,O
13060,прорізів,O
13061,та,O
13062,скорописними,O
13063,тꙋтъ,O
13064,быⷧ,O
13065,раⷠ,O
13066,б͠жи,O
13067,|,O
13068,григор,O
13069,левоновиⷱ,O
13070,Графіті,B-inscription
13071,№,O
13072,698,O
13073,табл,O
13074,LХХХІV,O
13075,3,O
13076,Датування,B-dating_criteria
13077,Друга,O
13078,чверть,O
13079,ХІ,O
13080,кінець,O
13081,XVI,O
13082,ст.,O
13083,за,O
13084,формою,O
13085,прорізів,O
13086,Публікації,O
13087,В.,O
13088,Корнієнко172,O
13089,О,O
13090,святі,O
13091,мученики,O
13092,моліть,O
13093,за,O
13094,мене,O
13095,Розташування,B-other
13096,Висота,O
13097,від,O
13098,сучасної,O
13099,підлоги,O
13100,115,O
13101,см,O
13102,відстань,O
13103,від,O
13104,лівого,O
13105,кута,O
13106,65,O
13107,см,O
13108,Господи,O
13109,поможи,O
13110,рабу,O
13111,своєму,O
13112,Луці,O
13113,грішному,O
13114,Опис,B-inscription
13115,На,O
13116,фресці,I-inscription_type
13117,виконаний,O
13118,малюнок,B-decoration
13119,простого,O
13120,чотириконечного,O
13121,хреста,O
13122,Розташування,B-other
13123,Висота,O
13124,від,O
13125,сучасної,O
13126,підлоги,O
13127,125	5,O
13128,см,O
13129,відстань,O
13130,від,O
13131,правого,O
13132,Графіті,B-inscription
13133,№,O
13134,73,O
13135,табл,O
13136,ХХVІІ,O
13137,1,O
13138,Датування,B-dating_criteria
13139,Кінець,O
13140,ХVІ,O
13141,кінець,O
13142,XVIІ,O
13143,ст.,O
13144,за,O
13145,формою,O
13146,прорізів,O
13147,та,O
13148,фактом,O
13149,вжи-,O
13150,Розташування,B-other
13151,Висота,O
13152,від,O
13153,сучасної,O
13154,підлоги,O
13155,30,O
13156,см,O
13157,відстань,O
13158,від,O
13159,лівого,O
13160,кута,O
13161,64,O
13162,см,O
13163,етапи,O
13164,з,I-object_type
13165,перспективою,O
13166,від,O
13167,ближчого,O
13168,до,O
13169,глядача,O
13170,лівого,O
13171,кута,O
13172,фрески,I-object_type
13173,до,O
13174,відділених,O
13175,від,O
13176,Датування,B-dating_criteria
13177,Середина,O
13178,ХІІ,O
13179,кінець,O
13180,XІІI,O
13181,ст.,O
13182,за,O
13183,формою,O
13184,написання,O
13185,широкої,O
13186,р,O
13187,з,I-object_type
13188,Графіті,B-inscription
13189,№,O
13190,4261,O
13191,табл,O
13192,ХІV,O
13193,2,O
13194,з,I-object_type
13195,перебуванням,O
13196,свити,O
13197,митрополита,O
13198,Кипріана31,O
13199,який,O
13200,з,I-object_type
13201,березня,O
13202,1396,O
13203,р,O
13204,близько,O
13205,півтора,O
13206,Фреска,B-object_type
13207,на,I-inscription_type
13208,західній,O
13209,стороні,O
13210,північної,O
13211,лопатки,O
13212,стіни,I-object_type
13213,наразі,O
13214,повністю,O
13215,закрита,O
13216,них,O
13217,ознак,O
13218,верхня,O
13219,ймовірна,O
13220,межа,O
13221,може,O
13222,бути,O
13223,окреслена,O
13224,першою,O
13225,третиною,O
13226,ХІІІ,O
13227,ст.,O
13228,над,O
13229,верхньою,O
13230,частиною,O
13231,фрески,I-object_type
13232,та,O
13233,прохання,O
13234,Господньої,O
13235,допомоги,O
13236,у,I-object_type
13237,подальшій,O
13238,роботі,O
13239,ім'я,O
13240,автора,O
13241,знищене,O
13242,вибоями,O
13243,від,O
13244,його,O
13245,складових,O
13246,залишились,O
13247,тільки,O
13248,невиразні,O
13249,фраг-,O
13250,Опис,B-inscription
13251,На,O
13252,фресці,I-inscription_type
13253,прокреслений,B-decoration
13254,простий,O
13255,чотириконечний,I-decoration
13256,хрест,I-decoration
13257,гають,O
13258,тільки,O
13259,початок,O
13260,та,O
13261,закінчення,O
13262,напису,I-preservation_state
13263,Графіті,B-inscription
13264,№,O
13265,491,O
13266,табл,O
13267,ХХІ,O
13268,2,O
13269,Графіті,B-inscription
13270,№,O
13271,430,O
13272,табл,O
13273,ХХХ,O
13274,1)74,O
13275,жених,O
13276,ерозією,O
13277,що,O
13278,свідчить,O
13279,про,O
13280,тривале,O
13281,перебування,O
13282,під,I-object_type
